,base_line_fid,0,10,20,30,40,50,60,70,80,90,iteration
1,1.043370011576972,1.0434531710881678,1.3341789782666749,1.4972005570381441,1.5963104153513579,1.8453383277867028,1.8318054706753522,1.6624970785750381,1.547576636205751,1.335651079130987,1.1706737528403042,1252
1,0.9735919795081613,0.9742863273938396,1.215898203575147,1.3576000707284495,1.4254902311233422,1.5887304270408773,1.5905710788527543,1.4566871904198924,1.365124503461947,1.2074948397106484,1.0835923267145235,2504
1,0.9394472475390458,0.9406145918535336,1.1340923611126454,1.2625047171771557,1.2902722123749526,1.4124431048476709,1.4339373225508207,1.3339695189550715,1.2740902361259272,1.099249581776261,1.0653952224632994,3756
1,0.9187449839058556,0.92144197579039,1.0716672085541568,1.2098313899503483,1.2131971329755717,1.3023521383205394,1.341640282295285,1.279960672896379,1.2279904247209452,1.0615226742704795,1.0583899761487316,5008
1,0.8970243097342528,0.8975876265388225,1.0186279968263983,1.164144280340421,1.142194201672598,1.2197303161488682,1.2530742914370783,1.2246092871399128,1.1885893546727984,1.0305826174544435,1.0410559149039433,6260
1,0.9017019682079626,0.902155849281711,1.0188927316015794,1.1429461094381346,1.1101031986087304,1.1919255486556755,1.2284916688579641,1.2232835090957253,1.1949395460801295,1.0422270784747898,1.053799199325101,7512
1,0.8631970315835749,0.8575036473408969,0.9732859265755389,1.0903921699514885,1.027802871603503,1.0839441591294272,1.1159678894916736,1.1372530062161519,1.1218156041104161,1.0135315573267352,1.0300603701534563,8764
1,0.8766126530381706,0.8808786497954839,0.9822991532503342,1.100981615478407,1.0409301231870824,1.0714895856714137,1.111991457394534,1.1502716059177818,1.1273567217594298,1.0166913604343928,1.0425983165330717,10016
1,0.8538308400072523,0.85636799349865,0.9771966732781446,1.0727589612875803,1.0131653033355676,1.0565652915715729,1.104275331735792,1.139926482540557,1.126238644528962,0.9922253171768513,1.014869011794604,11268
1,0.845360006215674,0.841567941567251,0.9468270097163819,1.0412490069767264,0.9895871764608262,1.0103720607014313,1.0529666455191053,1.101089606455901,1.0922525018842748,0.9957696108595273,1.0245179213847266,12520
1,0.8429713089889805,0.8454516606788354,0.9501426589752361,1.0391312125849352,0.9869854628902132,1.0020620779248652,1.053422895977596,1.0951939701048947,1.0837380061222248,0.9740825190748829,1.0093373861767727,13772
1,0.8292457926475105,0.8288615105490439,0.9490305627679388,1.0380613714974594,0.9777088260369922,1.0050459018977655,1.0486041394903802,1.096129412292768,1.0896799806644968,0.9820500766390072,1.0068090690635778,15024
1,0.8581583720241024,0.8585249986268607,0.9765203199293213,1.066502099048132,1.0293428833240799,1.0832116546178838,1.1305977565011547,1.1486841025464927,1.1296110224193776,1.0120827488424606,1.039308449118724,16276
1,0.8154896843585869,0.8183980335776626,0.9263753006721231,1.0094773030849997,0.9489140534698232,0.9789098567872994,1.0216476638955883,1.068445395288038,1.0700355038758955,0.9690921647469406,0.997646853162343,17528
1,0.8329165213844015,0.8297011925794164,0.9438075094083223,1.0311486792106406,0.9753844101626536,0.9890092374260062,1.0444925881012088,1.0935661911831942,1.0800078775055844,0.9759391359287752,1.0193824350383953,18780
1,0.7873801063358541,0.7875874271666794,0.9075139797174416,0.990136639167076,0.9290986805454899,0.9527506261001694,0.9974698158405413,1.0433642549001956,1.0463018523783072,0.9507630176926655,0.9663135002449311,20032
1,0.8106683629853306,0.811865354105485,0.9228581158089941,1.0091346731201174,0.9517103211740164,0.9862350890152962,1.0268937134126719,1.0712231482819727,1.0698981695021936,0.9669834134415842,0.9913151924577759,21284
1,0.8104118009882854,0.8122112735145165,0.9270409743074519,1.008605271931014,0.943742262593498,0.9651678273325599,1.0024948658794566,1.0589314381770711,1.0739941378532945,0.9688409696542788,0.9891019276962534,22536
1,0.8341954347868096,0.8343744015841097,0.9326075890993561,1.0165237196418158,0.9550091686743128,0.9663571680251491,1.006687419937097,1.0577574948824848,1.0650490365520022,0.977643136114465,1.014566761384218,23788
1,0.8004040398808815,0.7987062555721889,0.904132654482956,0.9791926805113329,0.927870635073566,0.9479487457191222,0.9949791093390066,1.0493868747065016,1.054850472711362,0.9467109049365827,0.9811789538881565,25040
1,0.7937361911483235,0.7920871666475089,0.8956226180134433,0.9724828276393078,0.9179184485480041,0.9373690640581975,0.9842933132562565,1.043439514664678,1.0536484579392866,0.9684281273786083,1.0030831127535407,26292
1,0.7839214987644318,0.7876063415326805,0.9008631766326668,0.9916435337633213,0.9562681144816003,0.9813486998299837,1.0194781116435547,1.0640226274939932,1.0688211532565863,0.9659802620255385,0.9939495352030396,27544
1,0.7886158399231826,0.7936923996008786,0.9008462089415683,0.9743119908935569,0.928378387214386,0.9603063167796172,1.0080155030815097,1.0474879493716949,1.0532308712024592,0.9530412403761528,0.9834120811309834,28796
1,0.7578309206929118,0.7554792951357014,0.8815179339570409,0.9684053465701614,0.9203587652561507,0.946350934613843,0.9866851056517598,1.0320108526632845,1.0327852190076388,0.9339045862888863,0.9582150566267849,30048
1,0.7703567566140587,0.7714004601138504,0.8822639880120802,0.9686259378346855,0.9205185414671845,0.9385072866340236,0.9862170941547455,1.0380663535510346,1.0363725511233786,0.9296362424288194,0.9777272877849603,31300
1,0.773856023552689,0.7749803540968636,0.8854031634603857,0.9777915041039266,0.9268796102170297,0.9523302549997611,0.9918942622987419,1.0421864813647592,1.0458047949458729,0.9539613406754153,0.9791244344321107,32552
1,0.7761346871265586,0.7745460779620779,0.8888584910092969,0.9604492566357561,0.900622756265649,0.917436002407523,0.956641922544417,1.0190522140034604,1.0289366826083488,0.9378966965654236,0.9748382822912376,33804
1,0.7679246527452992,0.7707657130282768,0.872621503177141,0.955787030678064,0.9044420417309282,0.9284589432396491,0.9734131836448827,1.0145508807561447,1.0268292923427063,0.9454345354579167,0.9918006310983317,35056
1,0.7705091985225418,0.7668022354266207,0.8765195382056837,0.957040970827826,0.9134383567196389,0.9264213255555154,0.973296794898997,1.0216573093391978,1.0164757052144764,0.9332401727901803,0.9735407168306663,36308
1,0.7485927306870834,0.7505774074650798,0.8502721647575586,0.9268259537832899,0.8825057590781185,0.902689009292429,0.94982812853342,1.0033044807875227,1.0083220305962874,0.929589619457664,0.975588406385785,37560
1,0.7594168299297548,0.7576161101914668,0.8685867971389516,0.9557082343272372,0.9104127074863266,0.9286124044542585,0.9724580974153517,1.0257207863000595,1.0198080719943383,0.9306240685158578,0.9624060653327393,38812
1,0.7548254781400021,0.752248620829478,0.8611656121241831,0.9412723019069994,0.8924901996641269,0.9123655143810495,0.9521295220987285,1.0128968689468327,1.0129395418139326,0.9307731400640881,0.9667391790703919,40064
1,0.7468232231732166,0.7457060141909112,0.8521231273123215,0.9492445095037257,0.9033183700448655,0.9165347659371618,0.9609932428413863,1.0142083910068473,1.019363404836005,0.93764712072732,0.9706582025392392,41316
1,0.8220985522780151,0.8209931513026165,0.9329651964468824,1.0152741200179083,0.9753856858325294,1.006835105229239,1.0425753332177154,1.0793233057232894,1.076415855419555,0.9994865651492646,1.033412651493812,42568
1,0.7436076711190385,0.7442658646418643,0.8437158277470707,0.939750313393182,0.8809513694841711,0.9023140344407415,0.9347621068075271,0.9927858552870884,1.0014211750198365,0.9184165071396857,0.9531862363778385,43820
1,0.7271844334604282,0.7299438563412998,0.8455469148675979,0.9218057549262061,0.8799670187880076,0.9120801789294539,0.9536261054159193,1.005933484213144,1.0000322790570304,0.9200261451865984,0.96683714758892,45072
1,0.7645669297985752,0.7572635101554107,0.8626186399503151,0.9365735673420392,0.892146586130943,0.9122291822837871,0.9558678936311226,1.0099746816025261,1.0176047301755031,0.9505450123867095,0.9868807196379346,46324
1,0.7524080380480574,0.7509179666746524,0.8461125720387668,0.9460833519360305,0.9009039381074585,0.921958638173857,0.9672912380317262,1.0191718958396723,1.0236900377429385,0.933639195348007,0.9681781442328716,47576
1,0.7331456487819572,0.730481710148961,0.8383366399775197,0.9263524870926082,0.8809126733576572,0.9025408291104611,0.9428519224020979,0.9970294974481112,0.9945727597422112,0.918850473761698,0.9604699037429082,48828
1,0.7545510343515742,0.7519461322926424,0.850673223302807,0.9291977816171527,0.8750699022455759,0.8876151212412169,0.9431482352022772,0.9962013548281039,0.9964294689672745,0.9205018431585412,0.95057917761452,50080
1,0.7443718959529704,0.7452668235879372,0.8447575343019367,0.9278849986957355,0.8760199275311233,0.8986089621763551,0.9429382223822806,0.997372889489658,0.9892508610178002,0.8959231835230714,0.9491997939083978,51332
1,0.7355820559842349,0.7328818675736208,0.837473695652334,0.9258783879120069,0.8844615351309864,0.9134795708817832,0.9640005607168247,1.01431554431344,0.9972108244165283,0.9121868578792363,0.9609539544239846,52584
1,0.7515080662635841,0.7473683177090354,0.8586156498017279,0.9461554260649314,0.8945521558667916,0.9108640786321921,0.9661650410507967,1.0201919102455748,1.0181936800522888,0.9368670813951315,0.977236935403663,53836
1,0.731465380411603,0.7329553398031321,0.8319203475624672,0.9169800360697316,0.8643262927515111,0.8752255967317929,0.927061766167158,0.9807360764645454,0.9819646434816129,0.9207080834873858,0.9566136407542953,55088
1,0.7323995205664143,0.7337931925020161,0.8373465277647609,0.9263697389298002,0.8657342104945409,0.8821993832739968,0.9317461688004974,0.9924827029664988,0.9771357788166124,0.9027162911176568,0.9485780797802039,56340
1,0.7200069038817096,0.7227266553136131,0.8305707673575135,0.9247232566165575,0.8709048035500975,0.895707512528263,0.9364692228208042,0.9958416346330976,0.9838078842729012,0.9080244786283374,0.9472966489384562,57592
1,0.7312268206846226,0.7306908041769757,0.8472842472412719,0.9321216981052103,0.8783943349546237,0.8993279294307427,0.9373799127828001,0.992812750376156,0.9848534620417786,0.91571239228892,0.9378874707718181,58844
1,0.7256952527057585,0.7251418807859357,0.840402798608995,0.9247162515902121,0.8729834084654413,0.8939408396279586,0.9325663337303731,0.9936868790131526,0.9849705735698169,0.9167494988570632,0.9601061443046663,60096
