,iteration,best_fid,base_line_fid,in_range_fid
1,1008,-2.165516064382642e-10,1.0621911225375456,1.560028986590829
1,2016,-2.165516064382642e-10,1.0261265570110187,1.4394244869924055
1,3024,-2.165516064382642e-10,0.973710438022467,1.289832537396887
1,4032,-2.165516064382642e-10,0.9365066130458561,1.1958367426478178
1,5040,-2.165516064382642e-10,0.9038906558729184,1.129214009101481
1,6048,-2.165516064382642e-10,0.9034528298941183,1.0942645540245821
1,7056,-2.165516064382642e-10,0.8809752455689646,1.0736153783582416
1,8064,-2.165516064382642e-10,0.8580244353721059,1.0512959320833493
1,9072,-2.165516064382642e-10,0.8766668065448493,1.0605697388900492
1,10080,-2.165516064382642e-10,0.8541899004275818,1.0431050885577982
1,11088,-2.165516064382642e-10,0.8698339380954407,1.0667843263809722
1,12096,-2.165516064382642e-10,0.92321835091777,1.1375816704940915
1,13104,-2.165516064382642e-10,0.8366584529905051,1.0306402562712915
1,14112,-2.165516064382642e-10,0.8161340641251864,1.0136291697781648
1,15120,-2.165516064382642e-10,0.8467274772115402,1.0483610653282163
1,16128,-2.165516064382642e-10,0.7967069042398172,1.0017544089925947
1,17136,-2.165516064382642e-10,0.8420404127106603,1.0566057319195086
1,18144,-2.165516064382642e-10,0.7878043914519895,0.9911163871426026
1,19152,-2.165516064382642e-10,0.8098110852603979,1.0217637412846343
1,20160,-2.165516064382642e-10,0.7776252667849223,0.979231062980382
1,21168,-2.165516064382642e-10,0.7770764392945545,1.0160356519737264
1,22176,-2.165516064382642e-10,0.7419201595197067,0.9719045976754057
1,23184,-2.165516064382642e-10,0.759898390789991,0.9685015757536404
1,24192,-2.165516064382642e-10,0.8122670661946789,1.0325899453418748
1,25200,-2.165516064382642e-10,0.7535666053633661,0.9764782645942681
1,26208,-2.165516064382642e-10,0.7472461054280437,0.9564466372820302
1,27216,-2.165516064382642e-10,0.7327095714357608,0.9504493649376473
1,28224,-2.165516064382642e-10,0.7281928809551016,0.9624215401997613
1,29232,-2.165516064382642e-10,0.7255643513283564,0.9411391091910858
1,30240,-2.165516064382642e-10,0.7114186196549216,0.9348301344316713
