,iteration,best_fid,base_line_fid,in_range_fid
1,1252,3.5297285927438082e-15,2.131484771758938,2.094324828719526
1,7502,3.5297285927438082e-15,1.324027682369674,1.3688289330574204
1,38752,3.5297285927438082e-15,0.6084050729834912,0.7748527716915588
1,70002,3.5297285927438082e-15,0.5213846915564035,0.7028611087753591
1,101252,3.5297285927438082e-15,0.5820976918622108,0.7681071868456256
1,132502,3.5297285927438082e-15,0.5559711860571966,0.7317177105373662
1,163752,3.5297285927438082e-15,0.5240487613611975,0.7073655050130746
1,195002,3.5297285927438082e-15,0.5167916564160115,0.6976667304371289
1,226252,3.5297285927438082e-15,0.457649779944301,0.6315264362542581
1,257502,3.5297285927438082e-15,0.4248303281841394,0.6039210463186189
1,288752,3.5297285927438082e-15,0.39683713938843723,0.5890223584857907
1,320002,3.5297285927438082e-15,0.3776057247128911,0.5876949660327667
1,351252,3.5297285927438082e-15,0.38684208269439424,0.5807076398115151
1,382502,3.5297285927438082e-15,0.3857697727133941,0.5818403211290509
