,iteration,best_fid,base_line_fid,in_range_fid
1,20971,1.986258379993444e-16,0.3862904338678403,1.1102245997538045
1,21284,1.986258379993444e-16,0.35432223523181183,1.1196288040977307
1,21597,1.986258379993444e-16,0.34769149614497674,1.0667472732768846
1,21910,1.986258379993444e-16,0.35778389600159377,0.8081271946454688
1,22223,1.986258379993444e-16,0.4014027434182076,0.8052854499161795
1,22536,1.986258379993444e-16,0.3513149664610048,1.1108172785548556
1,22849,1.986258379993444e-16,0.36192579754988485,0.6699588071462843
1,23162,1.986258379993444e-16,0.34575740827395046,0.847076273991019
1,23475,1.986258379993444e-16,0.33984537445964946,1.3811184122331108
1,23788,1.986258379993444e-16,0.35550194220045994,1.2168111778036697
1,24101,1.986258379993444e-16,0.3375538627926444,1.3550727905198823
1,24414,1.986258379993444e-16,0.32328870734107273,0.7377576913126174
1,24727,1.986258379993444e-16,0.39171148482129575,1.3750134933918434
1,25040,1.986258379993444e-16,0.3536717747430195,0.522586682895525
1,25353,1.986258379993444e-16,0.4079390844331003,0.9705545269537218
1,25666,1.986258379993444e-16,0.34354257580695063,0.9666558112976934
1,25979,1.986258379993444e-16,0.3615662813366135,0.8399601772616626
1,26292,1.986258379993444e-16,0.3316816782662263,0.6102121034905605
1,26605,1.986258379993444e-16,0.3126006825792603,0.5328369560788713
1,26918,1.986258379993444e-16,0.34511153254828975,0.5543174200266416
1,27231,1.986258379993444e-16,0.3331304539873424,0.5594010761681716
1,27544,1.986258379993444e-16,0.29392382760371544,1.0497867052971954
1,27857,1.986258379993444e-16,0.3449289699993395,1.1439151623079944
1,28170,1.986258379993444e-16,0.38478315972849775,1.0938342421278058
1,28483,1.986258379993444e-16,0.31530645377902394,0.6540605620427042
1,28796,1.986258379993444e-16,0.3064765490295773,1.3120297988757397
1,29109,1.986258379993444e-16,0.3418832726628668,1.121629359236305
1,29422,1.986258379993444e-16,0.35740435758265376,1.4379932138657172
1,29735,1.986258379993444e-16,0.32743143888138493,0.92002679036167
1,30048,1.986258379993444e-16,0.32260435814107885,1.1236017085655268
1,30361,1.986258379993444e-16,0.31075213578082006,1.0807481995308474
1,30674,1.986258379993444e-16,0.31786569457248726,0.8430987192155606
1,30987,1.986258379993444e-16,0.35776003055205885,0.856159120279302
1,31300,1.986258379993444e-16,0.38580871226610497,0.9114518911447793
