,iteration,best_fid,base_line_fid,in_range_fid
1,10152,-2.165516064382642e-10,1.0371666389518504,1.1733105777374115
1,20304,-2.165516064382642e-10,1.0027412913543143,1.133779952719101
1,30456,-2.165516064382642e-10,0.9793241763261912,1.09314050857173
1,30456,-2.165516064382642e-10,0.9774840322699239,1.0859515387542502
1,40608,-2.165516064382642e-10,0.9255697173078916,1.0682857698539556
1,40608,-2.165516064382642e-10,0.9439105249512508,1.0874934723617222
1,50760,-2.165516064382642e-10,0.9419851242195088,1.064276623203008
1,50760,-2.165516064382642e-10,0.9217875598447746,1.0630374597804466
1,60912,-2.165516064382642e-10,0.9374342667542602,1.0502198395159719
1,60912,-2.165516064382642e-10,0.942485459738752,1.0593858824618603
1,71064,-2.165516064382642e-10,0.9500384697711036,1.0572967571471261
1,71064,-2.165516064382642e-10,0.9141959718140139,1.020285318885624
1,81216,-2.165516064382642e-10,0.9323620398374466,1.0172559720538386
1,81216,-2.165516064382642e-10,0.9301632743297514,1.0398622186126887
1,91368,-2.165516064382642e-10,0.9261655002929321,1.0496415177203275
1,91368,-2.165516064382642e-10,0.9297494234349588,1.0445537759393086
